0.40000 ,1.52952 ,
0.41600 ,1.52509 ,
0.43200 ,1.52122 ,
0.44800 ,1.51780 ,
0.46400 ,1.51476 ,
0.48000 ,1.51206 ,
0.49600 ,1.50964 ,
0.51200 ,1.50746 ,
0.52800 ,1.50550 ,
0.54400 ,1.50371 ,
0.56000 ,1.50210 ,
0.57600 ,1.50062 ,
0.59200 ,1.49927 ,
0.60800 ,1.49803 ,
0.62400 ,1.49689 ,
0.64000 ,1.49584 ,
0.65600 ,1.49487 ,
0.67200 ,1.49397 ,
0.68800 ,1.49314 ,
0.70400 ,1.49236 ,
0.72000 ,1.49164 ,
0.73600 ,1.49097 ,
0.75200 ,1.49034 ,
0.76800 ,1.48976 ,
0.78400 ,1.48920 ,
0.80000 ,1.48869 ,
0.81600 ,1.48820 ,
0.83200 ,1.48774 ,
0.84800 ,1.48731 ,
0.86400 ,1.48691 ,
0.88000 ,1.48652 ,
0.89600 ,1.48616 ,
0.91200 ,1.48582 ,
0.92800 ,1.48549 ,
0.94400 ,1.48518 ,
0.96000 ,1.48489 ,
0.97600 ,1.48461 ,
0.99200 ,1.48435 ,
1.00800 ,1.48410 ,
1.02400 ,1.48386 ,
1.04000 ,1.48363 ,
1.05600 ,1.48341 ,
1.07200 ,1.48320 ,
1.08800 ,1.48300 ,
1.10400 ,1.48281 ,
1.12000 ,1.48263 ,
1.13600 ,1.48246 ,
1.15200 ,1.48229 ,
1.16800 ,1.48213 ,
1.18400 ,1.48198 ,
1.20000 ,1.48183 ,
1.21600 ,1.48169 ,
1.23200 ,1.48155 ,
1.24800 ,1.48142 ,
1.26400 ,1.48130 ,
1.28000 ,1.48117 ,
1.28246 ,1.47776 ,
1.28254 ,1.47776 ,
1.28262 ,1.47776 ,
1.28270 ,1.47777 ,
1.28278 ,1.47777 ,
1.28286 ,1.47777 ,
1.28294 ,1.47777 ,
1.28302 ,1.47778 ,
1.28310 ,1.47778 ,
1.28318 ,1.47778 ,
1.28326 ,1.47778 ,
1.28334 ,1.47778 ,
1.28342 ,1.47778 ,
1.28350 ,1.47778 ,
1.28358 ,1.47778 ,
1.28365 ,1.47778 ,
1.28373 ,1.47778 ,
1.28381 ,1.47778 ,
1.28389 ,1.47778 ,
1.28397 ,1.47778 ,
1.28405 ,1.47778 ,
1.28413 ,1.47778 ,
1.28421 ,1.47778 ,
1.28429 ,1.47779 ,
1.28437 ,1.47779 ,
1.28445 ,1.47779 ,
1.28453 ,1.47779 ,
1.28461 ,1.47779 ,
1.28469 ,1.47779 ,
