3950.907607,-0.00014652,-1.85507294072494e-44,-1.51262664371798e-43
3950.457609,-0.000167175,-2.11664864284167e-44,-1.72582464789135e-43
3950.007633,-2.63e-05,-3.33001775400514e-45,-2.71501059879257e-44
3949.557678,-4.7e-05,-5.95116536529228e-45,-4.85181273547848e-44
3949.107745,-4.48e-05,-5.67277467991893e-45,-4.62460371077804e-44
3948.657833,-0.000127588,-1.61562553738224e-44,-1.31703289340129e-43
3948.207943,3.69e-05,4.67272911562004e-45,3.80893346484145e-44
3947.758074,-0.000273511,-3.4636372024921e-44,-2.82320224753137e-43
3947.308226,-4.83e-05,-6.11671278515309e-45,-4.98545089676086e-44
3946.8584,-7.82e-05,-9.9035539056644e-45,-8.07149773249355e-44
3946.408595,-5.78e-06,-7.32024327418608e-46,-5.96575237758254e-45
3945.958812,0.000100929,1.27828297594714e-44,1.04170154470939e-43
3945.50905,-9.54e-05,-1.20829441564487e-44,-9.84613101769021e-44
3945.059309,0.000316071,4.00333932664405e-44,3.2620583746061e-43
3944.60959,0.000382263,4.84187278727158e-44,3.94511010383951e-43
3944.159892,0.000102362,1.29659168550724e-44,1.05639261885565e-43
3943.710216,0.000134242,1.70045930068247e-44,1.38536650732654e-43
3943.260561,1.98e-05,2.50816657883852e-45,2.04329503115422e-44
3942.810928,2.47e-05,3.12897071035074e-45,2.54889769284226e-44
3942.361316,4.96e-06,6.28347048143104e-46,5.11831055470513e-45
3941.911725,-0.000141938,-1.79816666446044e-44,-1.46464740838191e-43
3941.462156,-0.000146142,-1.85148272880581e-44,-1.50799133155726e-43
3941.012608,2.76e-05,3.49676992777476e-45,2.84788347946127e-44
3940.563082,-0.000108211,-1.37101669944951e-44,-1.11653880968982e-43
3940.113577,-0.000225336,-2.85506021758849e-44,-2.32499602661344e-43
3939.664093,-9.65e-06,-1.22271534532507e-45,-9.95653240811438e-45
3939.214631,-7.81e-05,-9.89606275517873e-45,-8.05788266042814e-44
3938.76519,8.8e-06,1.11508361994789e-45,9.07907546894567e-45
3938.315771,6.88e-05,8.71819461693733e-45,7.0980063490467e-44
3937.866373,-7.51e-05,-9.51681036423874e-45,-7.7477717087488e-44
3937.416996,6.4e-05,8.11044735234993e-45,6.60245922490897e-44
3936.967641,5.9e-05,7.47704860934016e-45,6.08648537071524e-44
3936.518307,8.87e-05,1.12412645639575e-44,9.15012336388244e-44
3936.068995,0.000190259,2.41129372370592e-44,1.96262460618045e-43
3935.619704,-0.00022387,-2.83735817021077e-44,-2.30927987329553e-43
3935.170434,-3.79e-05,-4.8036441649539e-45,-3.90938519397337e-44
3934.721186,0.000162176,2.05556663630695e-44,1.67280131846996e-43
3934.271959,1.63e-05,2.06607430360796e-45,1.68125599745641e-44
3933.822753,9.97e-05,1.26376652201192e-44,1.02832360675722e-43
3933.373569,4.91e-05,6.2239563241007e-45,5.06412579920679e-44
3932.924407,4.43e-05,5.61567708028668e-45,4.56893527812919e-44
3932.475265,4.45e-05,5.64120350674286e-45,4.58943810782575e-44
3932.026146,8.61e-05,1.0915113687013e-44,8.87954729413247e-44
3931.577047,0.00011033,1.39872419060462e-44,1.1378090877786e-43
3931.12797,0.000185501,2.35178750467292e-44,1.91297846812277e-43
3930.678914,0.00013744,1.7425222227805e-44,1.41731035255818e-43
3930.22988,9.89e-05,1.25393442650095e-44,1.01984936616577e-43
3929.780867,-2.58e-05,-3.27123388139225e-45,-2.66040227091241e-44
3929.331875,-2.25e-05,-2.85290797561662e-45,-2.32005310829325e-44
3928.882905,0.000136013,1.72464224533882e-44,1.40243767999708e-43
3928.433956,1.2e-05,1.52164450243391e-45,1.2372916449584e-44
3927.985029,9.65e-05,1.22369341646914e-44,9.94960337825104e-44
3927.536123,0.000100448,1.27379622960546e-44,1.03563640686819e-43
3927.087238,0.000184644,2.34157040074297e-44,1.90365705792068e-43
3926.638375,0.000269654,3.41973333154029e-44,2.78001933871548e-43
3926.189533,0.000121359,1.53911375066685e-44,1.25112388162961e-43
3925.740712,0.000154613,1.96091193808634e-44,1.59390210642439e-43
3925.291913,8.38e-05,1.06284383200402e-44,8.6386704514109e-44
3924.843135,0.000213516,2.7081281841222e-44,2.20100232490009e-43
3924.394379,-2.8e-05,-3.55148657823035e-45,-2.88625855835588e-44
3923.945644,0.000285054,3.6157020882537e-44,2.9382679989667e-43
3923.49693,0.000208245,2.64151716533853e-44,2.14647507006205e-43
3923.048238,7.64e-05,9.69137875757144e-45,7.87465547898948e-44
3922.599567,0.00014049,1.78217757509751e-44,1.44800643086308e-43
3922.150917,9.37e-05,1.18866234957084e-44,9.65720566101374e-44
3921.702289,0.000186329,2.36381085526067e-44,1.92034425491293e-43
3921.253682,0.000145979,1.85197878479451e-44,1.50444288912594e-43
3920.805096,0.000241074,3.05850609611076e-44,2.4844045516561e-43
3920.356532,0.000104167,1.32160747562002e-44,1.07346689549478e-43
3919.907989,9.22e-05,1.16981343323214e-44,9.50114427686548e-44
3919.459468,-7.91e-05,-1.00363435658497e-44,-8.15094390110107e-44
3919.010968,0.000105875,1.34340144975194e-44,1.0909659806951e-43
3918.562489,0.000101694,1.29039024827424e-44,1.0478507170472e-43
3918.114032,8.09e-05,1.02656775030108e-44,8.33563792126165e-44
3917.665596,0.000325717,4.13326141668979e-44,3.35596108873332e-43
3917.217181,0.000161655,2.05142168742917e-44,1.66552723227021e-43
3916.768788,0.000197006,2.50010705941175e-44,2.02968241844099e-43
3916.320416,0.000241986,3.07102071904366e-44,2.4930147759625e-43
3915.872065,0.000295139,3.74569541665537e-44,3.04051480893486e-43
3915.423736,-0.000194676,-2.47076604689416e-44,-2.00548205374556e-43
3914.975428,0.000153038,1.94236947369225e-44,1.57649074564828e-43
3914.527141,0.000228968,2.90616792668895e-44,2.35859105717404e-43
3914.078876,0.00016649,2.11323317606996e-44,1.71495076694855e-43
3913.630632,0.00026285,3.33641911083679e-44,2.70742892986874e-43
3913.182409,0.000232665,2.95336434557666e-44,2.39643500501698e-43
3912.734208,0.000124095,1.57526493493348e-44,1.27812794026985e-43
3912.286028,0.000141978,1.80232757876142e-44,1.46226633080636e-43
3911.83787,0.000128262,1.62826104684994e-44,1.32095720454772e-43
3911.389733,0.000246454,3.12878159634303e-44,2.5381182889556e-43
3910.941617,8.89e-05,1.12863753521558e-44,9.15509653673912e-44
3910.493522,0.000261571,3.32089903993771e-44,2.69361717430132e-43
3910.045449,0.000243025,3.0855343310418e-44,2.50254719565774e-43
3909.597397,0.000300514,3.8155530086519e-44,3.09443248425195e-43
3909.149367,0.000365322,4.6385469833839e-44,3.76163834231196e-43
3908.701358,0.000229282,2.91131665990783e-44,2.3607827061654e-43
3908.25337,0.000313671,3.98297154368679e-44,3.22957367093178e-43
3907.805403,0.000144533,1.83532594114466e-44,1.4880672200148e-43
